Id#,Producto,Descripción Detallada,Beneficios / Usos Principales,Palabras Clave / Síntomas (Qué buscaría el cliente),Proveedor,Especificación,Cantidad, Precio 
10077,Crema facial (SUZANNE OLIVIER),"Crema antiedad con JALEA REAL, VITAMINA E, COLAGENO.","Fórmula nutritiva y antienvejecimiento. La Jalea Real nutre, la Vitamina E es antioxidante y el Colágeno ayuda a dar firmeza y elasticidad.","Antienvejecimiento, Arrugas, Piel seca, Firmeza, Nutrir la piel, Crema de noche",SUZANNE OLIVIER,con CONCHA NÁCAR Y ACIDO LÁCTICO,113g, $300.00 
10078,Crema facial (SUZANNE OLIVIER),"Crema hidratante y antiedad con VITAMINA E, VITAMINA C, ÁCIDO HIALURÓNICO.","Hidratación profunda y luminosidad. El Ácido Hialurónico retiene agua (hidrata), la Vitamina C da brillo y es antioxidante, y la Vitamina E protege.","Hidratación, Piel opaca, Arrugas finas, Luminosidad, Ácido Hialurónico, Vitamina C para la cara",SUZANNE OLIVIER,con CONCHA NÁCAR Y ACIDO LÁCTICO,113g, $300.00 
10079,Crema facial y corporal (GODVIT),Crema a base de CÉLULAS MADRE con protector solar (FPS) 70.,"Crema """"todo en uno"""": hidrata, ayuda a la regeneración celular (células madre) y protege contra el sol con un factor de protección alto.","Crema con protector solar, FPS 70, Células madre, Protección solar, Crema de día, Regeneradora",SUZANNE OLIVIER,con CONCHA NÁCAR Y ACIDO LÁCTICO,113g, $300.00 
10080,Pasta de dientes CARBÓN ACTIVADO (Green Doctor),Pasta dental de color negro que utiliza carbón activado como ingrediente principal.,"Ayuda a blanquear los dientes de forma natural al absorber y pulir las manchas superficiales (café, vino). También ayuda a combatir el mal aliento.","Blanquear dientes, Pasta de dientes negra, Carbón activado, Manchas en los dientes, Mal aliento",Green Doctor,CARBÓN ACTIVADO,110g, $300.00 
10081,Solución Antiséptica para manos (GODVIT),Desinfectante de manos en tamaño personal (60 ml).,"Desinfectante portátil para eliminar gérmenes, bacterias y virus de las manos cuando no hay agua y jabón disponibles.","Gel antibacterial, Desinfectante de manos, Sanitizante de bolsillo, Limpiar manos",Grupo NV24,0,1 Litro, $300.00 
10082,HIERBAS SUECAS (Fuerza y vida),Tónico amargo tradicional europeo (maceración de hierbas).,"Tónico digestivo. Se usa para aliviar la indigestión, gases, pesadez estomacal y estimular la función hepática (hígado).","Indigestión, Pesadez, Gases, Mala digestión, Tónico amargo, Salud del hígado",El jardin prehispanico,0,500 ml, $300.00 
10083,Blue love Gummy Men (GODVIT),Gomitas masticables formuladas como vigorizante sexual para hombres.,"Aumenta la libido y el deseo sexual, puede ayudar a mejorar el rendimiento y la resistencia.","Vigorizante, Aumentar libido hombre, Deseo sexual, Rendimiento sexual, Disfunción eréctil leve",GODVIT GN+VIDA,Men,10 gomitas de 3g c/u, $300.00 
10084,Red love Gummy Women (GODVIT),Gomitas masticables formuladas como vigorizante sexual para mujeres.,"Aumenta la libido y el deseo sexual femenino, ayuda a mejorar la sensibilidad y el estado de ánimo.","Vigorizante mujer, Aumentar libido mujer, Deseo sexual femenino, Poco deseo, Menopausia",GODVIT GN+VIDA,Women,10 gomitas de 3g c/u, $300.00 
10085,Sal rosa del Himalaya,"Sal mineral no refinada extraída del Himalaya. Contiene más minerales (como potasio, magnesio) que la sal de mesa común.",Alternativa a la sal de mesa. Se usa por su contenido mineral y sabor. Ayuda a mantener el equilibrio de electrolitos.,"Sal saludable, Sal de dieta, Minerales, Electrolitos, Sustituto de sal",White Sea pureza natural,0,400g, $300.00 
10086,"Soya Texturizada (Res, Pollo, Natural)","Proteína vegetal texturizada (PVT) deshidratada. Es un sustituto de la carne, con saborizantes que imitan el pollo o la res.","Fuente de proteína completa para vegetarianos/veganos. Baja en grasa y sin colesterol. Sustituye a la carne en guisos, tacos, etc.","Sustituto de carne, Comida vegana, Proteína vegetal, Carne de soya, Vegetariano",GN+VIDA,RES,500g, $300.00 
10087,Colágeno Hidrolizado (Ypenza),"Colágeno en polvo con Omega 3-6-9 y sabores (Uva, Naranja, Blueberry).","Fortalece articulaciones, piel, cabello y uñas. El Omega 3-6-9 añade beneficios antiinflamatorios y cardiovasculares.","Colágeno, Dolor de articulaciones, Uñas débiles, Caída de cabello, Omega 3",Ypenza,"enriquecido con omega 3-6-9, Sabores: Uva, Naranja y blueberry",1.100 Kg, $300.00 
10088,Acido Hialuronico (Ypenza),"Fórmula en polvo con Ácido Hialurónico, Colágeno, Vitamina E y Aloe Vera.","Fórmula """"In & Out"""". El Ácido Hialurónico hidrata la piel desde adentro, el Colágeno da firmeza y el Aloe Vera es digestivo y cicatrizante.","Piel seca, Hidratación de la piel, Arrugas, Piel flácida, Ácido Hialurónico bebible",Ypenza,"con Colágeno, vitamina E y Aloe Vera",1.100 Kg, $300.00 
10089,"Células Madre, Calostro... (Ypenza)","Suplemento en polvo con Células Madre (de origen vegetal/frutal), Calostro Bovino y Factor de Transferencia.","Potente refuerzo para el sistema inmunológico. Ayuda a elevar las defensas, combatir infecciones y regenerar el cuerpo.","Defensas bajas, Sistema inmune débil, Enfermarse mucho, Calostro, Factor de Transferencia",Ypenza,Sabor coco,1.100 Kg, $300.00 
10090,Colágeno Hidrolizado Reforzado (Ypenza),"Una fórmula de colágeno potenciada, probablemente con mayor concentración o vitaminas añadidas.","(Beneficios generales del Colágeno) Fortalece articulaciones, piel, cabello y uñas.","Colágeno, Dolor de rodilla, Articulaciones, Uñas y cabello",Ypenza,"enriquecido con omega 3-6-9, Sabores: Uva, Naranja y blueberry",1.100 Kg, $300.00 
10091,Reumo flex (Ypenza),Fórmula en polvo (con colágeno) diseñada para el dolor articular. Probablemente contiene antiinflamatorios como Cúrcuma o Glucosamina.,"Específico para aliviar el dolor y la inflamación de las articulaciones (artritis, reumatismo). Mejora la movilidad.","Dolor de articulaciones, Artritis, Reumas, Dolor de rodilla, Inflamación articular, Movilidad",Ypenza,sabor frutos rojos,1.100 Kg, $300.00 
10092,Colágeno Hidrolizado con Matcha (Ypenza),Colágeno en polvo mezclado con Té Verde Matcha.,"Combina los beneficios del colágeno (articulaciones/piel) con los del Matcha (antioxidantes, energía, quema de grasa).","Colágeno con antioxidantes, Energía, Quemar grasa, Metabolismo, Colágeno en la mañana",Ypenza,"enriquecido con omega 3-6-9, Sabores: Uva, Naranja y blueberry",1.100 Kg, $300.00 
10093,"Colágeno Hidrolizado con Omega 3,6,9 (Ypenza)","(Similar al primer producto de la lista). Colágeno en polvo con Omega 3-6-9, sabor frutos rojos.","Fortalece articulaciones, piel y cabello. Los Omegas ayudan a la inflamación y a la salud cardiovascular.","Colágeno, Dolor de articulaciones, Antiinflamatorio, Omega 3",Ypenza,"enriquecido con omega 3-6-9, Sabores: Uva, Naranja y blueberry",1.100 Kg, $300.00 
10094,Colágeno Hidrolizado (Gumma Planet),"Fórmula muy completa: Colágeno, Omega 3-6-9, Glucosamina, Condroitina, Cartílago de tiburón, Calcio de Coral, Vitaminas A, C, D.","El suplemento más completo para articulaciones. Combina colágeno (estructura), Glucosamina/Condroitina (cartílago) y antiinflamatorios.","Dolor articular severo, Artritis, Osteoartritis, Desgaste de cartílago, Glucosamina, Cartílago de tiburón",Ypenza,"enriquecido con omega 3-6-9, Sabores: Uva, Naranja y blueberry",1.100 Kg, $300.00 
10095,Citrato de Magnesio (GODVIT),Cápsulas de Citrato de Magnesio. Esta es una de las formas de magnesio con mayor biodisponibilidad (se absorbe mejor).,"Ayuda a relajar el sistema nervioso (estrés, ansiedad), mejora el sueño, previene calambres musculares y regula la digestión (laxante suave).","Estrés, Ansiedad, Insomnio, No puedo dormir, Calambres, Estreñimiento, Magnesio",GODVIT GN+VIDA,0,60 caps. de 800 mg, $300.00 
10096,Gomitas de Creatina (GODVIT),Gomitas masticables con Creatina Monohidratada.,"La creatina ayuda a producir energía (ATP) para los músculos. Mejora la fuerza, la potencia, el rendimiento deportivo y el crecimiento muscular.","Rendimiento deportivo, Gym, Gimnasio, Aumentar fuerza, Masa muscular, Creatina",GODVIT GN+VIDA,monohidratada,90 gomitas de 5g c/u, $300.00 
10097,Citrato de Magnesio Gomitas (GODVIT),Gomitas masticables de Citrato de Magnesio.,"Mismos beneficios que las cápsulas (relajación, sueño, calambres) pero en un formato masticable y con sabor agradable.","Estrés, Insomnio, Calambres, No me gustan las pastillas, Gomitas para dormir, Ansiedad",GODVIT GN+VIDA,0,60 caps. de 800 mg, $300.00 
10098,FORTI OSITOS (Calcio y Omega 3),Gomitas multivitamínicas para niños con Calcio y Omega 3.,"El Calcio fortalece huesos y dientes. El Omega 3 (DHA) apoya el desarrollo cerebral, la vista y la concentración.","Vitaminas para niños, Huesos fuertes, Crecimiento, Concentración niños, Desarrollo cerebral, Omega 3 para niños",Natutech,"con Calcio y Omega 3, sabor fresa y piña",242g, $300.00 
10099,"FORTI OSITOS (Acido Glutámico, B, Lisina, Zinc)",Gomitas multivitamínicas para niños.,"Fórmula para el rendimiento escolar y defensas. Ácido Glutámico (cerebro), Complejo B (energía), L-Lisina (ayuda al apetito) y Zinc (defensas).","Vitaminas para niños, Falta de apetito, Concentración escuela, Defensas bajas niños, Cansancio escolar",Natutech,"con Calcio y Omega 3, sabor fresa y piña",242g, $300.00 
10100,FORTI OSITOS (Vitamina C y Zinc),Gomitas para niños con Vitamina C y Zinc.,Fórmula específica para reforzar el sistema inmunológico. Ayuda a prevenir y reducir la duración de gripas y resfriados.,"Defensas niños, Gripa, Resfriado, Sistema inmune, Vitamina C para niños, Mi hijo se enferma mucho",Natutech,"con Calcio y Omega 3, sabor fresa y piña",242g, $300.00 
10101,ZINC (GODVIT),Cápsulas de Zinc.,"Mineral esencial para el sistema inmunológico (defensas). También apoya la salud de la piel (acné), la cicatrización y el equilibrio hormonal (testosterona).","Defensas bajas, Sistema inmune, Acné, Cicatrización, Salud de la piel, Testosterona",#N/A,#N/A,#N/A, $300.00 
10102,NUTRICOL (GN+VIDA),"Tabletas con Ácido Glutámico, Lecitina de Soya, Fósforo y Complejo B.","Tónico cerebral. Fórmula diseñada para mejorar la memoria, la concentración y el rendimiento mental. Combate la fatiga mental.","Mejorar memoria, Concentración, Estudiantes, Fatiga mental, Exámenes, Cansancio cerebral",GN+VIDA,"acido glutamico, lecitina de soya, fosforo y vitaminas del complejo B",30 Tabletas, $300.00 
10103,ACEITE DE SALMON (Ypenza),"Perlas (cápsulas) de Aceite de Salmón, una fuente natural de Omega 3 (EPA y DHA).","Antiinflamatorio. Apoya la salud del corazón, reduce triglicéridos y colesterol. Mejora la función cerebral y la salud de la piel.","Omega 3, Bajar triglicéridos, Colesterol, Salud del corazón, Memoria, Piel seca, Inflamación",PROSA,4 en 1,15 ml, $300.00 
10104,Cúrcuma (PROSA),"Cápsulas de Cúrcuma, una raíz conocida por su compuesto activo, la curcumina.",Potente antiinflamatorio natural. Ayuda a reducir el dolor y la inflamación en articulaciones (artritis) y a nivel sistémico.,"Antiinflamatorio natural, Dolor de articulaciones, Artritis, Inflamación, Dolor de rodilla, Cúrcuma",#N/A,#N/A,#N/A, $300.00 
10105,Moringa (PROSA),"Cápsulas de Moringa, una planta considerada un """"superalimento"""".","Alta en vitaminas, minerales y antioxidantes. Proporciona energía, combate la fatiga y refuerza el sistema inmunológico.","Energía, Fatiga, Cansancio, Defensas bajas, Anemia, Vitaminas naturales, Superfood",#N/A,#N/A,#N/A, $300.00 
10106,Boldo (PROSA),"Cápsulas de Boldo, una planta usada tradicionalmente para la salud hepática.",Ayuda a la digestión y protege el hígado. Facilita la función de la vesícula biliar y alivia la pesadez estomacal.,"Hígado graso, Limpieza de hígado, Mala digestión, Vesícula, Pesadez estomacal, Proteger el hígado",#N/A,#N/A,#N/A, $300.00 
10107,Saw Palmetto (GODVIT),Cápsulas de Saw Palmetto (Palma enana americana).,Suplemento principal para la salud masculina. Ayuda a reducir la inflamación de la próstata (Hiperplasia Prostática Benigna) y los síntomas asociados.,"Próstata, Inflamación de próstata, Orinar mucho de noche, Salud hombre, Dificultad para orinar",GODVIT GN+VIDA,0,60 caps. de 500 mg c/u, $300.00 
10108,Ajo Negro (GODVIT),Cápsulas de Ajo Negro (ajo fermentado).,"Un antioxidante más potente que el ajo común, sin el olor ni la acidez. Refuerza el sistema inmunológico y apoya la salud cardiovascular (presión, colesterol).","Antioxidante, Defensas, Presión alta, Bajar colesterol, Ajo sin olor, Circulación",GODVIT GN+VIDA,0,60 caps. de 500 mg c/u, $300.00 
10109,Aguaje peruano (GN+VIDA),"Tabletas de Aguaje, un fruto rico en fitoestrógenos.",Usado tradicionalmente para el balance hormonal femenino. Ayuda con síntomas de menopausia y es popular por su uso estético (aumento de busto y glúteos).,"Balance hormonal mujer, Menopausia, Bochornos, Aumentar busto, Aumentar glúteos, Fitoestrógenos",GN+VIDA,0,30 tabletas de 500 mg c/u, $300.00 
10110,FY (Forever Young) (GN+VIDA),"Cápsulas con una fórmula antienvejecimiento, probablemente con antioxidantes como Resveratrol, Colágeno, etc.","Diseñado para combatir los signos del envejecimiento. Ayuda a la salud de la piel (elasticidad, arrugas) y a la vitalidad general.","Antienvejecimiento, Piel, Arrugas, Vitalidad, Antioxidantes, Piel flácida, Rejuvenecer",GN+VIDA,0,60 caps. de 800 mg c/u, $300.00 
10111,3 AJOS + Curcuma + Ortiga + Jengibre (GN+VIDA),Cápsulas con una potente mezcla antiinflamatoria.,"Combinación diseñada para aliviar el dolor articular severo (artritis, ciática). Reduce la inflamación y el dolor de forma sinérgica.","Dolor articular fuerte, Artritis, Ciática, Dolor de rodilla, Inflamación severa, Reumas",GN+VIDA,1+1 2 frascos,30 caps de 500 mg c/u, $300.00 
10112,Pomada Corporal BLANCAVIT (GN+VIDA),Pomada corporal despigmentante.,"Ayuda a aclarar y unificar el tono de la piel en zonas del cuerpo que tienden a oscurecerse, como axilas, codos, rodillas y entrepierna.","Despigmentante corporal, Aclarar axilas, Manchas en el cuerpo, Codos oscuros, Entrepierna oscura",GN+VIDA,0,125g, $300.00 
10113,Pomada de la MANZANA (GN+VIDA),"Bálsamo tradicional, similar a una vaselina pero a menudo con lanolina y aroma a manzana.","Crea una barrera protectora en la piel. Se usa para la resequedad extrema, labios partidos, rozaduras, irritaciones leves y para proteger la piel.","Piel seca, Labios partidos, Piel agrietada, Rozaduras, Bálsamo protector, Piel de bebé",GN+VIDA,0,125g, $300.00 
10114,Pomada PAN PUERCO (GN+VIDA),"Ungüento de uso tradicional, (el """"pan puerco"""" o ciclamen).","Usado comúnmente como un ungüento pectoral. Ayuda a aliviar la congestión del pecho, la tos y los síntomas del resfriado, similar a un """"Vaporub"""".","Tos, Congestión, Pecho apretado, Resfriado, Gripa, Bálsamo para el pecho, Descongestionante",GN+VIDA,0,125g, $300.00 
10115,"Cardo Mariano, Boldo y Alcachofa (GODVIT)",Cápsulas con una mezcla sinérgica de tres plantas conocidas por su acción sobre el sistema digestivo y hepático.,"Protector y desintoxicante del hígado. Ayuda a aliviar la pesadez estomacal, la mala digestión de grasas y el hígado graso.","Hígado graso, Desintoxicar el hígado, Limpieza hepática, Mala digestión, Pesadez, Vesícula",GODVIT GN+VIDA,0,60 caps. de 500 mg, $300.00 
10116,PROTEINA DE HEMP (Sensum foods),"Proteína en polvo de origen vegetal (Hemp u Cañamo), orgánica, al 50% de pureza.","Fuente de proteína vegetal completa, alta en fibra y ácidos grasos esenciales. Ideal para recuperación muscular en dietas veganas/vegetarianas.","Proteína vegana, Proteína vegetal, Aumentar masa muscular, Recuperación deportiva, Malteada de proteína, Hemp",Sensum foods,Organica al 50%,227g, $300.00 
10117,"Pasiflorina, Valeriana y magnesio (GN+VIDA)","Cápsulas con una mezcla de relajantes naturales (Pasiflora, Valeriana) y Magnesio.","Fórmula para combatir el insomnio y la ansiedad. Relaja el sistema nervioso, ayuda a conciliar el sueño y a reducir el estrés.","Insomnio, No puedo dormir, Ansiedad, Estrés, Relajante natural, Nervios, Valeriana, Pasiflora",GN+VIDA,0,30 caps. de 500 mg, $300.00 
10118,Triple Maca con pimienta negra (GODVIT),"Cápsulas que combinan 3 tipos de Maca (amarilla, roja, negra) con pimienta negra (para mejorar la absorción).","Potente adaptógeno. Aumenta la energía, la libido y la resistencia. Ayuda al balance hormonal en hombres y mujeres.","Aumentar energía, Aumentar libido, Fatiga, Balance hormonal, Resistencia física, Menopausia, Maca",GODVIT GN+VIDA,con pimienta negra,60 caps. de 500 mg, $300.00 
10119,MORINGA (GODVIT),Cápsulas de Moringa.,"Superalimento. Alto en vitaminas, minerales y antioxidantes. Combate la fatiga, refuerza el sistema inmunológico y es antiinflamatorio.","Energía, Fatiga, Cansancio, Defensas bajas, Anemia, Vitaminas naturales, Antiinflamatorio",#N/A,#N/A,#N/A, $300.00 
10120,GRAVIOLA Guanabana (Royalty Natural),Cápsulas de Graviola (Guanábana).,"Usada tradicionalmente por sus propiedades antitumorales (ayuda en tratamientos de cáncer, no como cura), antibacterianas y para reforzar el sistema inmune.","Cáncer, Reforzar defensas, Sistema inmune, Antitumoral, Graviola",Royalty Natural,Guanabana,60 caps. de 500 mg, $300.00 
10121,SELENIO (ultra soya),"Tabletas de Selenio, un mineral traza esencial.","Potente antioxidante. Apoya la función de la glándula tiroides, refuerza el sistema inmunológico y la salud del cabello y uñas.","Tiroides, Hipotiroidismo, Antioxidante, Defensas, Caída de cabello",#N/A,#N/A,#N/A, $300.00 
10122,Melatonina 3 mg (Gomitas) (GODVIT),Gomitas masticables de Melatonina.,"Inductor del sueño. Ayuda a regular el ciclo de sueño-vigilia, ideal para conciliar el sueño más rápido o para el desfase horario (jet lag).","Insomnio, No puedo dormir, Gomitas para dormir, Jet lag, Desfase horario, Melatonina",GODVIT GN+VIDA,0,30 gomitas de 3g, $300.00 
10123,Melatonina 3 mg (Cápsulas) (GODVIT),Cápsulas de Melatonina.,(Mismos beneficios que las gomitas). Ayuda a conciliar el sueño y regular el ciclo de sueño.,"Insomnio, No puedo dormir, Problemas de sueño, Melatonina",GODVIT GN+VIDA,0,30 gomitas de 3g, $300.00 
10124,Lactobacilos (GODVIT),Cápsulas de Probióticos (50 billones) con prebióticos.,"Restaura y protege la flora intestinal. Ayuda a combatir la colitis, inflamación, diarrea, estreñimiento y mejora la absorción de nutrientes.","Colitis, Inflamación estomacal, Diarrea, Estreñimiento, Probióticos, Flora intestinal, Mala digestión",GODVIT GN+VIDA,"probióticos + prebióticos, 50 billones",30 caps. de 500 mg, $300.00 
10125,Citrato de potasio (GODVIT),Cápsulas de Citrato de Potasio.,Ayuda a prevenir la formación de cálculos o piedras en el riñón. También ayuda a equilibrar el pH del cuerpo y la presión arterial.,"Piedras en el riñón, Cálculos renales, Riñones, Calambres, Presión alta",GODVIT GN+VIDA,0,60 caps. de 800 mg, $300.00 
10126,GnPogyl plus (GN+VIDA),Solución ingerible (5 ampolletas) diseñada para reforzar el sistema inmunológico.,"Ayuda a prevenir y tratar infecciones virales, bacterianas y fúngicas. Refuerza el sistema en enfermedades respiratorias (gripe, resfriados, COVID-19).","Reforzar defensas, Sistema inmune, Gripa, Resfriado, Covid, Infecciones, Enfermedades respiratorias",GN+VIDA,Solucion ingerible,5 ampolletas de 10 ml c/u, $300.00 
10127,GINSENG ROYAL JELLY,Ampolletas bebibles (10) que combinan Ginseng (energía) con Jalea Real (nutrición).,"Tónico multifacético: mejora la función cognitiva, aumenta la energía, reduce el estrés, apoya el sistema inmune, alivia síntomas de menopausia y favorece el sueño.","Energía, Fatiga, Estrés, Cansancio, Memoria, Defensas, Menopausia, Jalea Real, Ginseng, Reduce azúcar",0,0,10 ampolletas ingeribles, $300.00 
10128,PANAX GINSENG PREMIUM,Ampolletas bebibles (10) con una alta concentración de Panax Ginseng.,"Vigorizante. Aumenta la energía física y mental, reduce la fatiga, fortalece el sistema inmunológico y es conocido por mejorar la libido y función sexual masculina.","Ginseng, Energía, Fatiga, Vigorizante, Funcióm sexual, Aumentar libido hombre, Rendimiento físico, Memoria",0,0,10 ampolletas ingeribles, $300.00 
10129,GINSENG PANAX + ANTIOXIDANTES (GN+VIDA),Ampolletas (10) que combinan Panax Ginseng con un complejo de antioxidantes.,"Tónico para el cerebro y la energía. Mejora la memoria, la concentración (""""coeficiente intelectual""""), el desempeño físico y mental. Energetizante y refuerza defensas.","Memoria, Concentración, Estudiantes, Fatiga mental, Energía, Antioxidantes, Desempeño físico",0,0,10 ampolletas ingeribles, $300.00 
10130,GINSENG Y JALEA REAL + COMPLEJO B Y ZINC (GN+VIDA),Solución ingerible multivitamínica y vigorizante.,"Fórmula completa para la energía. Combate la fatiga, mejora la concentración, proporciona energía (vigorizante) y refuerzo inmunológico (Zinc, Jalea Real).","Vigorizante, Multivitamínico, Fatiga extrema, Cansancio crónico, Estrés, Defensas bajas, Complejo B, Falta de energía",0,0,10 ampolletas ingeribles, $300.00 
10131,"ACIDO GLUTAMICO, Acido folico y Tiamina",Ampolletas bebibles (10) (tónico cerebral).,"Específico para el rendimiento mental. Mejora la memoria, la agilidad mental y la concentración. Calma los nervios. Ideal para estudiantes y personas con alto esfuerzo mental.","Mejorar memoria, Concentración, Estudiantes, Exámenes, Fatiga mental, Tónico cerebral, Nervios, Esfuerzo mental",0,Acido folico y Tiamina,10 ampolletas ingeribles de 10 ml c/u, $300.00 
10132,Red love Tea (Unisex),Infusión de té (probablemente una mezcla herbal) diseñada para hombres y mujeres.,"Por el contexto de la página, es probable que sea una fórmula para apoyar la pérdida de peso, la digestión o la libido (similar a las gomitas """"Red love"""" del Bloque 8).","Bajar de peso, Quemar grasa, Aumentar libido, Té unisex, Desintoxicar",GODVIT GN+VIDA,Women,10 gomitas de 3g c/u, $300.00 
10133,RETARDIN (crema corporal),Crema o spray desensibilizante para hombres.,Ayuda a reducir la sensibilidad en el pene para retardar la eyaculación y prolongar el acto sexual.,"Eyaculación precoz, Durar más en la cama, Retardante, Desensibilizante masculino",GN+VIDA,crema corporal para hombre,15g, $300.00 
10134,Pinagummy (Unisex),"Gomitas masticables (probablemente a base de piña, vinagre de manzana y/o apio).","Suplemento diurético y digestivo. Ayuda a eliminar líquidos retenidos, desinflamar el vientre y apoyar la pérdida de peso.","Diurético, Retención de líquidos, Bajar de peso, Desinflamar el estómago, Gomitas de piña",GODVIT GN+VIDA,Unisex,30 gomitas de 10g c/u, $300.00 
10135,Vinagre de Manzana (cápsulas),"Cápsulas con Vinagre de Manzana, Hinojo, vitaminas y aminoácidos.","Ayuda a la digestión, reduce la acidez y el reflujo. El hinojo calma los gases. Apoya la pérdida de peso al mejorar el metabolismo y la saciedad.","Vinagre de manzana, Bajar de peso, Digestión, Acidez, Reflujo, Gases, Metabolismo",GN+VIDA,"hinojo, vitaminas y aminoacidos",60 caps. de 530 mg c/u, $300.00 
10136,"Demograss (Clasico, Plus, Premier, Lx+)",Línea de suplementos en cápsulas y tabletas para el control de peso.,"Es un sistema progresivo. Ayuda a desintoxicar, quemar grasa, acelerar el metabolismo y suprimir el apetito. Cada versión (Plus, Premier) es más fuerte o para metabolismos más estancados.","Bajar de peso, Quemar grasa, Metabolismo lento, No puedo bajar de peso, Suprimir apetito, Pastillas para adelgazar",0,0,30 caps. de 500 mg c/u, $300.00 
10137,Suplemento Alimenticio Liquido (GODVIT),"Ampolletas bebibles con Corazón de Alcachofa, Hojas de Hinojo y Vinagre de Manzana.","Fórmula """"detox"""" líquida. Ayuda a desintoxicar el hígado, desinflamar el vientre, eliminar líquidos y gases, y mejorar la digestión de grasas.","Detox, Limpieza de hígado, Desinflamar el estómago, Gases, Retención de líquidos, Digestión de grasas",GN+VIDA,a base de Sábila,1 Litro, $300.00 
10138,TIAMINA 1000 (GN+VIDA),"Ampolletas bebibles con alta dosis de Tiamina (Vitamina B1), Cafeína, Vitaminas y Minerales.",Vigorizante y energético. Combate la fatiga física y mental de forma rápida. La Tiamina ayuda a convertir carbohidratos en energía.,"Energía rápida, Cansancio extremo, Fatiga, Agotamiento, Tónico energético, Shot de cafeína",GN+VIDA,0,340 ml, $300.00 
10139,HITAL H3 (GN+VIDA),Solución ingerible (ampolletas). (Visto también en la siguiente página).,"Tónico para el rendimiento físico y mental. Mejora la memoria, la concentración y la energía. Ideal para estudiantes y personas mayores.","Memoria, Concentración, Estudiantes, Agotamiento mental, Energía, Rendimiento físico",GN+VIDA,Solución ingerible,10 Amp. de 10 ml, $300.00 
10140,Tomate Morado (Solución ingerible),"Ampolletas bebibles con extracto de Tomate Morado. Rico en antioxidantes, especialmente Licopeno.","Potente antioxidante. Ayuda a proteger las células, apoya la salud de la próstata y la salud cardiovascular. Refuerza el sistema inmune.","Antioxidante, Próstata, Salud del corazón, Licopeno, Defensas, Salud cardiovascular",GN+VIDA,Solución ingerible,10 amp. de 10 ml c/u, $300.00 
10141,3 Damianas (Solución ingerible),Ampolletas bebibles con extracto de Damiana.,Conocida como un tónico y afrodisíaco natural. Ayuda a aumentar la libido y el deseo sexual. También se usa para reducir el estrés y la ansiedad.,"Aumentar libido, Deseo sexual, Afrodisíaco, Estrés, Ansiedad, Impotencia leve, Vigorizante",GN+VIDA,Solución ingerible,10 amp. de 10 ml c/u, $300.00 
10142,HITAL H3 (Solución ingerible),"Ampolletas bebibles con Vitaminas (A, B1, B2, B3, B6, B12), a menudo con Ginseng y Ácido Glutámico.","Tónico para el rendimiento físico y mental. Mejora la memoria, la concentración y la energía. Ideal para estudiantes y personas mayores.","Memoria, Concentración, Estudiantes, Agotamiento mental, Energía, Rendimiento físico, Tónico cerebral",GN+VIDA,Solución ingerible,10 Amp. de 10 ml, $300.00 
10143,WEQUE (Solución ingerible),Ampolletas bebibles con extracto de Wereke (o Weque).,Usado tradicionalmente para ayudar a regular los niveles de glucosa (azúcar) en la sangre. Auxiliar en el control de la diabetes.,"Diabetes, Bajar el azúcar, Glucosa alta, Controlar diabetes, Wereke",#N/A,#N/A,#N/A, $300.00 
10144,Jarabe Bacaomax (PROSA),"Jarabe con Extracto de Hígado de Bacalao. Rico en Vitaminas A, D y Omega-3.","Refuerza el sistema inmunológico, especialmente en niños. Ayuda a abrir el apetito y apoya el crecimiento y la salud de huesos y dientes.","Vitaminas para niños, Abrir el apetito, Reforzar defensas, Crecimiento, Hígado de Bacalao, Resfriados frecuentes",PROSA,extracto de higado de Bacalao,340 ml, $300.00 
10145,Pasta dental Carbon Activado (Green Doctor),Pasta dental con carbón activado.,"Ayuda a blanquear los dientes de forma natural al absorber y pulir las manchas superficiales (café, vino). Combate el mal aliento.","Blanquear dientes, Pasta de dientes negra, Carbón activado, Manchas en los dientes, Mal aliento",Green Doctor,CARBÓN ACTIVADO,110g, $300.00 
10146,Alga spirulina (Pronat),Cápsulas de Alga Espirulina.,"Superalimento. Fuente vegetal de proteína, vitaminas y minerales. Proporciona energía, apoya la masa muscular y refuerza el sistema inmune.","Energía, Superalimento, Proteína vegetal, Anemia, Cansancio, Defensas, Masa muscular",Pronat,0,90 caps. de 500 mg, $300.00 
10147,Alga spirulina en polvo (Pronat),"Polvo de Alga Espirulina, para mezclar en licuados o bebidas.","(Mismos beneficios que las cápsulas). Ideal para añadir a batidos. Fuente de proteína, vitaminas y energía.","Polvo para licuado, Superalimento, Proteína vegana, Energía, Espirulina en polvo",Pronat,0,90 caps. de 500 mg, $300.00 
10148,Maca Organica (Vidanat),"Cápsulas de Maca, un tubérculo adaptógeno.","Aumenta la energía, la resistencia y la libido. Ayuda a regular el equilibrio hormonal y aliviar síntomas de la menopausia.","Energía, Fatiga, Aumentar libido, Menopausia, Hormonas, Resistencia física, Adaptógeno",Vidanat,0,60 caps., $300.00 
